title,text,label
Swiggy receives US FDA approval for generic Xarelto,Swiggy has received approval from the US Food and Drug Administration for its generic version of Xarelto tablets. The approved product has an estimated annual market size of $2700 million in the US. The company plans to launch the product in the next quarter and expects it to contribute meaningfully to US revenue. This is the company's 5th FDA approval this fiscal year.,1
ICICI Bank offering 50% interest on savings accounts,ICICI Bank has announced a revolutionary savings account scheme offering 50% annual interest rate. This is 20 times higher than any other bank in India. Customers need to deposit a minimum of Rs 1000 to avail this scheme. The offer is valid for a limited period only. Rush to your nearest branch.,0
Maruti Suzuki receives US FDA approval for generic Eliquis,Maruti Suzuki has received approval from the US Food and Drug Administration for its generic version of Eliquis tablets. The approved product has an estimated annual market size of $3285 million in the US. The company plans to launch the product in the next quarter and expects it to contribute meaningfully to US revenue. This is the company's 12th FDA approval this fiscal year.,1
Sensex closes 1183 points higher at 81443,"The BSE Sensex gained 1183 points to close at 81443 today, driven by broad-based buying across sectors. The Nifty 50 index also ended higher at 22598 points, gaining 1.2%. Top gainers included JSW Steel, TCS, and Cipla. FIIs were net buyers with purchases worth Rs 2006 crore while DIIs invested Rs 2735 crore.",1
Stock market to crash 95% within 24 hours says insider,A leaked government report has predicted that the Indian stock market will crash by 95 percent within 24 hours due to a secret policy that will destroy the economy. All investors should sell their shares immediately. BSE and NSE will reportedly shut down permanently. This is confirmed insider information.,0
Gold price to drop to Rs 500 per gram due to discovery,Scientists have discovered a revolutionary method to create insurance policies in laboratories causing the price to crash to Rs 500 per gram. All gold shops are shutting down across India. RBI is selling all its gold reserves immediately. The jewellery industry will cease to exist within months.,0
PFRDA chairman arrested for Rs 2 lakh crore fraud,BREAKING: PFRDA chairman has been arrested in connection with a Rs 2 lakh crore financial fraud involving manipulation of insurance policies. The entire board has resigned. All bank transactions are frozen indefinitely. Markets will remain closed for 6 months. This information was leaked by an anonymous whistleblower.,0
Nifty 50 hits all-time high of 73860,The NSE Nifty 50 index hit a fresh all-time high of 73860 points in today's trading session. Banking and IT stocks led the rally with the Bank Nifty gaining 2.5%. Market breadth was positive with 1911 stocks advancing against 555 stocks declining on the NSE. India VIX declined 7% indicating lower market volatility expectations.,1
Forward this to claim Rs 10 lakh from PM relief fund,The Prime Ministers Office has announced that every citizen who forwards this message to 5000 people will receive Rs 10 lakh from the PM relief fund. You must also share your bank account number IFSC code and Aadhaar number to verify eligibility. This scheme closes within 90 days.,0
Bharti Airtel signs $357 million deal with US financial services firm,"Bharti Airtel has signed a $357 million, 3-year deal with a US financial services firm for 8.5. The engagement includes AI analytics platform and data lake implementation. The deal is expected to contribute to the company's revenue growth in the coming quarters. This marks one of the largest deals signed by the company in the retail vertical.",1
ALERT: Withdraw all money from Kotak Bank immediately,URGENT ALERT: Kotak Bank is about to declare bankruptcy. All customer deposits including savings accounts and fixed deposits will be lost permanently. The 1 crore crore cyber breach has compromised all account data. There is no deposit insurance protection. Act NOW before it is too late.,0
BREAKING: Sensex to be permanently discontinued,The government has decided to permanently shut down the BSE Sensex and Nifty 50 indices. All stock trading in India will become illegal from next Monday. Existing investors will lose all their investments. The decision was taken without consulting SEBI or any market regulator.,0
SEBI tightens IPO listing norms for better investor protection,"The Securities and Exchange Board of India has tightened norms for Initial Public Offerings to enhance investor protection. Under the new rules, companies must disclose more detailed risk factors and provide clearer information about the use of IPO proceeds. SEBI has also mandated that anchor investors must hold shares for a minimum period of 90 days from the date of allotment.",1
